task,episode,step,joint_name,position
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,219,robot0_joint6,3.5718157608282426
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,220,robot0_joint6,3.582391726496019
"Task(name='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl next to the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,108,robot0_joint6,3.5721979778099318
"Task(name='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl next to the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,109,robot0_joint6,3.584355098159707
"Task(name='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl next to the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,110,robot0_joint6,3.5972179403234787
"Task(name='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl next to the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,111,robot0_joint6,3.6099270134100254
"Task(name='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl next to the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,112,robot0_joint6,3.61977994248165
"Task(name='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl next to the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,113,robot0_joint6,3.6248483157174465
"Task(name='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl next to the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,114,robot0_joint6,3.6272683101060976
"Task(name='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl next to the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.pruned_init')",5,115,robot0_joint6,3.624024333467495
