task,episode,step,joint_name,position
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,131,robot0_joint2,1.5878663439381195
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,131,robot0_joint4,-0.19598518178143767
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,132,robot0_joint2,1.6043779613374682
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,132,robot0_joint4,-0.15194089799422156
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,133,robot0_joint2,1.6209038388881327
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,133,robot0_joint4,-0.10796303432613179
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,134,robot0_joint2,1.6364762853476302
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,134,robot0_joint4,-0.06489893503117011
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,135,robot0_joint2,1.6340129669877215
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,135,robot0_joint4,-0.06703440131313768
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,136,robot0_joint2,1.6264929917775963
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,136,robot0_joint4,-0.06928594983238702
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,137,robot0_joint2,1.619554635340367
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,137,robot0_joint4,-0.07094660649091294
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,138,robot0_joint2,1.6127224794233683
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,138,robot0_joint4,-0.07198964239973059
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,139,robot0_joint2,1.606659221216231
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,139,robot0_joint4,-0.07235300727285834
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,140,robot0_joint2,1.6009485717526293
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,140,robot0_joint4,-0.07280808137171021
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,141,robot0_joint2,1.5957328979171883
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,141,robot0_joint4,-0.07105689603199192
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,142,robot0_joint2,1.5981268529889066
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,142,robot0_joint4,-0.07643432827752251
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,143,robot0_joint2,1.6005989774773952
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,143,robot0_joint4,-0.07581858787383602
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,144,robot0_joint2,1.5974985775100645
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,144,robot0_joint4,-0.06862261628746756
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,145,robot0_joint2,1.5972932421731123
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,145,robot0_joint4,-0.07431332452233569
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,146,robot0_joint2,1.6018846945950993
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,146,robot0_joint4,-0.08778037244579173
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,147,robot0_joint2,1.608397451007174
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,147,robot0_joint4,-0.10528019868667539
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,148,robot0_joint2,1.6147458456156352
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,148,robot0_joint4,-0.12085196024087537
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,149,robot0_joint2,1.6208266663178739
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,149,robot0_joint4,-0.13304070234316254
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,150,robot0_joint2,1.6276665405716777
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,150,robot0_joint4,-0.14317739202606844
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,151,robot0_joint2,1.6360643353608006
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,151,robot0_joint4,-0.15377691352180173
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,152,robot0_joint2,1.640245360397841
"Task(name='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate', language='pick up the black bowl between the plate and the ramekin and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.pruned_init')",21,152,robot0_joint4,-0.15748731904573046
